date,pm25_concentration_ug_per_m3
2024-11-11,23.5
2024-11-12,24.4
2024-11-13,28.3
2024-11-14,49.2
2024-11-15,70.5
2024-11-16,45.0
2024-11-17,46.4
2024-11-18,89.2
2024-11-19,96.6
2024-11-20,91.7
2024-11-21,73.0
2024-11-22,34.2
2024-11-23,33.3
2024-11-24,40.2
2024-11-25,71.3
2024-11-26,72.3
2024-11-27,44.0
2024-11-28,45.6
2024-11-29,48.5
2024-11-30,92.3
2024-12-01,104.7
2024-12-02,113.1
2024-12-03,103.6
2024-12-04,93.4
2024-12-05,90.5
2024-12-06,78.7
2024-12-07,87.8
2024-12-08,48.2
2024-12-09,53.5
2024-12-10,70.1
2024-12-11,82.2
2024-12-12,52.9
2024-12-13,50.3
2024-12-14,58.8
2024-12-15,74.4
2024-12-16,89.7
2024-12-17,94.5
2024-12-18,53.2
2024-12-19,76.7
2024-12-20,57.3
2024-12-21,76.9
2024-12-22,88.1
2024-12-23,120.6
2024-12-24,115.4
2024-12-25,105.8
2024-12-26,107.9
2024-12-27,94.8
2024-12-28,92.4
2024-12-29,78.0
2024-12-30,91.3
2024-12-31,92.8
